genome Protein
GCA_005697395.1.gff L34

GCA_027925225.1.gff S12
GCA_027925225.1.gff S7
GCA_027925225.1.gff L33
GCA_027925225.1.gff L11
GCA_027925225.1.gff L1
GCA_027925225.1.gff L10
GCA_027925225.1.gff L7/L12
GCA_027925225.1.gff L28
GCA_027925225.1.gff S16
GCA_027925225.1.gff L20
GCA_027925225.1.gff L35
GCA_027925225.1.gff L32
GCA_027925225.1.gff L33
GCA_027925225.1.gff S20
GCA_027925225.1.gff L27
GCA_027925225.1.gff S4
GCA_027925225.1.gff S15
GCA_027925225.1.gff S9
GCA_027925225.1.gff L13
GCA_027925225.1.gff L17
GCA_027925225.1.gff S11
GCA_027925225.1.gff S13
GCA_027925225.1.gff L15
GCA_027925225.1.gff L18
GCA_027925225.1.gff L6
GCA_027925225.1.gff S8
GCA_027925225.1.gff S14
GCA_027925225.1.gff L5
GCA_027925225.1.gff L24
GCA_027925225.1.gff L14
GCA_027925225.1.gff S17
GCA_027925225.1.gff L16
GCA_027925225.1.gff S3
GCA_027925225.1.gff L22
GCA_027925225.1.gff S19
GCA_027925225.1.gff L2
GCA_027925225.1.gff L4
GCA_027925225.1.gff S10
GCA_027925225.1.gff L31

GCF_002776555.1.gff L25
GCF_002776555.1.gff L21
GCF_002776555.1.gff L27
GCF_002776555.1.gff S6
GCF_002776555.1.gff S18
GCF_002776555.1.gff L9
GCF_002776555.1.gff S1
GCF_002776555.1.gff L32
GCF_002776555.1.gff L17
GCF_002776555.1.gff S4
GCF_002776555.1.gff S11
GCF_002776555.1.gff S13
GCF_002776555.1.gff L36
GCF_002776555.1.gff L15
GCF_002776555.1.gff L30
GCF_002776555.1.gff S5
GCF_002776555.1.gff L18
GCF_002776555.1.gff L6
GCF_002776555.1.gff S8
GCF_002776555.1.gff S14
GCF_002776555.1.gff L5
GCF_002776555.1.gff L24
GCF_002776555.1.gff L14
GCF_002776555.1.gff S17
GCF_002776555.1.gff L29
GCF_002776555.1.gff L16
GCF_002776555.1.gff S3
GCF_002776555.1.gff L22
GCF_002776555.1.gff S19
GCF_002776555.1.gff L2
GCF_002776555.1.gff L23
GCF_002776555.1.gff L4
GCF_002776555.1.gff L3
GCF_002776555.1.gff S10
GCF_002776555.1.gff S7
GCF_002776555.1.gff S12
GCF_002776555.1.gff L7/L12
GCF_002776555.1.gff L10
GCF_002776555.1.gff L1
GCF_002776555.1.gff L11
GCF_002776555.1.gff S15
GCF_002776555.1.gff S20
GCF_002776555.1.gff S16
GCF_002776555.1.gff L19
GCF_002776555.1.gff L34
GCF_002776555.1.gff L33
GCF_002776555.1.gff L28
GCF_002776555.1.gff L31
GCF_002776555.1.gff L35
GCF_002776555.1.gff L20
GCF_002776555.1.gff L13
GCF_002776555.1.gff S9
GCF_002776555.1.gff S2
GCF_002776555.1.gff S21

GCF_000196075.1.gff L9
GCF_000196075.1.gff S18
GCF_000196075.1.gff S6
GCF_000196075.1.gff L28
GCF_000196075.1.gff L33
GCF_000196075.1.gff S14
GCF_000196075.1.gff L13
GCF_000196075.1.gff S9
GCF_000196075.1.gff L32
GCF_000196075.1.gff S10
GCF_000196075.1.gff L3
GCF_000196075.1.gff L4
GCF_000196075.1.gff L23
GCF_000196075.1.gff L2
GCF_000196075.1.gff S19
GCF_000196075.1.gff L22
GCF_000196075.1.gff S3
GCF_000196075.1.gff L16
GCF_000196075.1.gff L29
GCF_000196075.1.gff S17
GCF_000196075.1.gff L14
GCF_000196075.1.gff L24
GCF_000196075.1.gff L5
GCF_000196075.1.gff S8
GCF_000196075.1.gff L6
GCF_000196075.1.gff L18
GCF_000196075.1.gff S5
GCF_000196075.1.gff L30
GCF_000196075.1.gff L15
GCF_000196075.1.gff L36
GCF_000196075.1.gff S13
GCF_000196075.1.gff S11
GCF_000196075.1.gff L17
GCF_000196075.1.gff L21
GCF_000196075.1.gff L27
GCF_000196075.1.gff S16
GCF_000196075.1.gff L19
GCF_000196075.1.gff S2
GCF_000196075.1.gff S15
GCF_000196075.1.gff S4
GCF_000196075.1.gff L31
GCF_000196075.1.gff S1
GCF_000196075.1.gff S20
GCF_000196075.1.gff L20
GCF_000196075.1.gff L35
GCF_000196075.1.gff L25
GCF_000196075.1.gff S7
GCF_000196075.1.gff S12
GCF_000196075.1.gff L7/L12
GCF_000196075.1.gff L10
GCF_000196075.1.gff L1
GCF_000196075.1.gff L11
GCF_000196075.1.gff L34

GCF_000011745.1.gff L34
GCF_000011745.1.gff L13
GCF_000011745.1.gff S9
GCF_000011745.1.gff S21
GCF_000011745.1.gff S6
GCF_000011745.1.gff S18
GCF_000011745.1.gff L9
GCF_000011745.1.gff L21
GCF_000011745.1.gff L27
GCF_000011745.1.gff S15
GCF_000011745.1.gff S20
GCF_000011745.1.gff S16
GCF_000011745.1.gff L19
GCF_000011745.1.gff S10
GCF_000011745.1.gff L3
GCF_000011745.1.gff L4
GCF_000011745.1.gff L23
GCF_000011745.1.gff L2
GCF_000011745.1.gff S19
GCF_000011745.1.gff L22
GCF_000011745.1.gff S3
GCF_000011745.1.gff L16
GCF_000011745.1.gff L29
GCF_000011745.1.gff S17
GCF_000011745.1.gff L14
GCF_000011745.1.gff L24
GCF_000011745.1.gff L5
GCF_000011745.1.gff S14
GCF_000011745.1.gff S8
GCF_000011745.1.gff L6
GCF_000011745.1.gff L18
GCF_000011745.1.gff S5
GCF_000011745.1.gff L15
GCF_000011745.1.gff L36
GCF_000011745.1.gff S13
GCF_000011745.1.gff S11
GCF_000011745.1.gff S4
GCF_000011745.1.gff L17
GCF_000011745.1.gff S2
GCF_000011745.1.gff L35
GCF_000011745.1.gff L20
GCF_000011745.1.gff S1
GCF_000011745.1.gff L32
GCF_000011745.1.gff L25
GCF_000011745.1.gff L7/L12
GCF_000011745.1.gff L10
GCF_000011745.1.gff L1
GCF_000011745.1.gff L11
GCF_000011745.1.gff S7
GCF_000011745.1.gff S12
GCF_000011745.1.gff L31
GCF_000011745.1.gff L33
GCF_000011745.1.gff L28

GCF_000287295.1.gff S2
GCF_000287295.1.gff L31
GCF_000287295.1.gff L13
GCF_000287295.1.gff S9
GCF_000287295.1.gff L20
GCF_000287295.1.gff L33
GCF_000287295.1.gff L28
GCF_000287295.1.gff L27
GCF_000287295.1.gff L21
GCF_000287295.1.gff S4
GCF_000287295.1.gff S11
GCF_000287295.1.gff S13
GCF_000287295.1.gff L36
GCF_000287295.1.gff L1
GCF_000287295.1.gff S8
GCF_000287295.1.gff L5
GCF_000287295.1.gff L14
GCF_000287295.1.gff S17
GCF_000287295.1.gff L16
GCF_000287295.1.gff S3
GCF_000287295.1.gff L2
GCF_000287295.1.gff S19
GCF_000287295.1.gff L2
GCF_000287295.1.gff L4
GCF_000287295.1.gff L3
GCF_000287295.1.gff S10
GCF_000287295.1.gff S7
GCF_000287295.1.gff S12
GCF_000287295.1.gff L12

GCA_000021505.1.gff L13
GCA_000021505.1.gff S9
GCA_000021505.1.gff L33
GCA_000021505.1.gff L11
GCA_000021505.1.gff L10
GCA_000021505.1.gff L7/L12
GCA_000021505.1.gff S12
GCA_000021505.1.gff S7
GCA_000021505.1.gff S10
GCA_000021505.1.gff L3
GCA_000021505.1.gff L4
GCA_000021505.1.gff L2
GCA_000021505.1.gff S19
GCA_000021505.1.gff L22
GCA_000021505.1.gff S3
GCA_000021505.1.gff L16
GCA_000021505.1.gff S17
GCA_000021505.1.gff L14
GCA_000021505.1.gff L5
GCA_000021505.1.gff S14
GCA_000021505.1.gff S8
GCA_000021505.1.gff L6
GCA_000021505.1.gff L18
GCA_000021505.1.gff S5
GCA_000021505.1.gff L15
GCA_000021505.1.gff S13
GCA_000021505.1.gff S11
GCA_000021505.1.gff L17
GCA_000021505.1.gff S16
GCA_000021505.1.gff L19
GCA_000021505.1.gff L27
GCA_000021505.1.gff S1
GCA_000021505.1.gff S2
GCA_000021505.1.gff L28
GCA_000021505.1.gff S6
GCA_000021505.1.gff S18
GCA_000021505.1.gff L35
GCA_000021505.1.gff L20
GCA_000021505.1.gff S4
GCA_000021505.1.gff L36

GCF_000219175.1.gff L34
GCF_000219175.1.gff L31
GCF_000219175.1.gff L28
GCF_000219175.1.gff L33
GCF_000219175.1.gff S20
GCF_000219175.1.gff S6
GCF_000219175.1.gff S18
GCF_000219175.1.gff L9
GCF_000219175.1.gff L32
GCF_000219175.1.gff L25
GCF_000219175.1.gff S1
GCF_000219175.1.gff S21
GCF_000219175.1.gff L20
GCF_000219175.1.gff L35
GCF_000219175.1.gff L21
GCF_000219175.1.gff L27
GCF_000219175.1.gff S15
GCF_000219175.1.gff L13
GCF_000219175.1.gff S9
GCF_000219175.1.gff L19
GCF_000219175.1.gff S16
GCF_000219175.1.gff S2
GCF_000219175.1.gff S10
GCF_000219175.1.gff L3
GCF_000219175.1.gff L4
GCF_000219175.1.gff L23
GCF_000219175.1.gff L2
GCF_000219175.1.gff S19
GCF_000219175.1.gff L22
GCF_000219175.1.gff S3
GCF_000219175.1.gff L16
GCF_000219175.1.gff L29
GCF_000219175.1.gff S17
GCF_000219175.1.gff L14
GCF_000219175.1.gff L24
GCF_000219175.1.gff L5
GCF_000219175.1.gff S14
GCF_000219175.1.gff S8
GCF_000219175.1.gff L6
GCF_000219175.1.gff L18
GCF_000219175.1.gff S5
GCF_000219175.1.gff L30
GCF_000219175.1.gff L15
GCF_000219175.1.gff L36
GCF_000219175.1.gff S13
GCF_000219175.1.gff S11
GCF_000219175.1.gff S4
GCF_000219175.1.gff L17
GCF_000219175.1.gff L7/L12
GCF_000219175.1.gff L10
GCF_000219175.1.gff L1
GCF_000219175.1.gff L11
GCF_000219175.1.gff S7
GCF_000219175.1.gff S12

GCF_000093065.1.gff L13
GCF_000093065.1.gff S9
GCF_000093065.1.gff L19
GCF_000093065.1.gff S16
GCF_000093065.1.gff L35
GCF_000093065.1.gff L20
GCF_000093065.1.gff L34
GCF_000093065.1.gff S1
GCF_000093065.1.gff S6
GCF_000093065.1.gff S18
GCF_000093065.1.gff L9
GCF_000093065.1.gff S15
GCF_000093065.1.gff L27
GCF_000093065.1.gff L21
GCF_000093065.1.gff S2
GCF_000093065.1.gff L31
GCF_000093065.1.gff L32
GCF_000093065.1.gff L7/L12
GCF_000093065.1.gff L10
GCF_000093065.1.gff L1
GCF_000093065.1.gff L11
GCF_000093065.1.gff L17
GCF_000093065.1.gff S4
GCF_000093065.1.gff S11
GCF_000093065.1.gff S13
GCF_000093065.1.gff L36
GCF_000093065.1.gff L15
GCF_000093065.1.gff S5
GCF_000093065.1.gff L18
GCF_000093065.1.gff L6
GCF_000093065.1.gff S8
GCF_000093065.1.gff S14
GCF_000093065.1.gff L5
GCF_000093065.1.gff L24
GCF_000093065.1.gff L14
GCF_000093065.1.gff S17
GCF_000093065.1.gff L16
GCF_000093065.1.gff S3
GCF_000093065.1.gff L22
GCF_000093065.1.gff S19
GCF_000093065.1.gff L2
GCF_000093065.1.gff L23
GCF_000093065.1.gff L4
GCF_000093065.1.gff L3
GCF_000093065.1.gff S10
GCF_000093065.1.gff S7
GCF_000093065.1.gff S12
GCF_000093065.1.gff L33
GCF_000093065.1.gff L28
GCF_000093065.1.gff S20
GCF_000093065.1.gff S21
GCF_000093065.1.gff S21

GCA_900019315.1.gff S21
GCA_900019315.1.gff L32
GCA_900019315.1.gff S20
GCA_900019315.1.gff L13
GCA_900019315.1.gff S9
GCA_900019315.1.gff S1
GCA_900019315.1.gff S16
GCA_900019315.1.gff L19
GCA_900019315.1.gff S15
GCA_900019315.1.gff L21
GCA_900019315.1.gff L27
GCA_900019315.1.gff L31
GCA_900019315.1.gff L9
GCA_900019315.1.gff S18
GCA_900019315.1.gff S6
GCA_900019315.1.gff L20
GCA_900019315.1.gff L35
GCA_900019315.1.gff S2
GCA_900019315.1.gff L28
GCA_900019315.1.gff L33
GCA_900019315.1.gff L17
GCA_900019315.1.gff S4
GCA_900019315.1.gff S11
GCA_900019315.1.gff S13
GCA_900019315.1.gff L36
GCA_900019315.1.gff L15
GCA_900019315.1.gff L30
GCA_900019315.1.gff S5
GCA_900019315.1.gff L18
GCA_900019315.1.gff L6
GCA_900019315.1.gff S8
GCA_900019315.1.gff S14
GCA_900019315.1.gff L5
GCA_900019315.1.gff L14
GCA_900019315.1.gff S17
GCA_900019315.1.gff L29
GCA_900019315.1.gff L16
GCA_900019315.1.gff S3
GCA_900019315.1.gff L22
GCA_900019315.1.gff S19
GCA_900019315.1.gff L2
GCA_900019315.1.gff L23
GCA_900019315.1.gff L4
GCA_900019315.1.gff L3
GCA_900019315.1.gff S10
GCA_900019315.1.gff S7
GCA_900019315.1.gff S12
GCA_900019315.1.gff L7/L12
GCA_900019315.1.gff L10
GCA_900019315.1.gff L11
GCA_900019315.1.gff L25
GCA_900019315.1.gff L34

GCF_013030075.1.gff L19
GCF_013030075.1.gff S16
GCF_013030075.1.gff S15
GCF_013030075.1.gff L35
GCF_013030075.1.gff L20
GCF_013030075.1.gff L25
GCF_013030075.1.gff S6
GCF_013030075.1.gff S18
GCF_013030075.1.gff L9
GCF_013030075.1.gff S1
GCF_013030075.1.gff L31
GCF_013030075.1.gff L36
GCF_013030075.1.gff S20
GCF_013030075.1.gff L21
GCF_013030075.1.gff L27
GCF_013030075.1.gff L33
GCF_013030075.1.gff L28
GCF_013030075.1.gff S9
GCF_013030075.1.gff L13
GCF_013030075.1.gff S2
GCF_013030075.1.gff L11
GCF_013030075.1.gff L1
GCF_013030075.1.gff L10
GCF_013030075.1.gff L7/L12
GCF_013030075.1.gff S12
GCF_013030075.1.gff S7
GCF_013030075.1.gff S10
GCF_013030075.1.gff L3
GCF_013030075.1.gff L4
GCF_013030075.1.gff L23
GCF_013030075.1.gff L2
GCF_013030075.1.gff S19
GCF_013030075.1.gff L22
GCF_013030075.1.gff S3
GCF_013030075.1.gff L16
GCF_013030075.1.gff L29
GCF_013030075.1.gff S17
GCF_013030075.1.gff L14
GCF_013030075.1.gff L24
GCF_013030075.1.gff L5
GCF_013030075.1.gff S14
GCF_013030075.1.gff S8
GCF_013030075.1.gff L6
GCF_013030075.1.gff L18
GCF_013030075.1.gff S5
GCF_013030075.1.gff L30
GCF_013030075.1.gff L15
GCF_013030075.1.gff L36
GCF_013030075.1.gff S13
GCF_013030075.1.gff S11
GCF_013030075.1.gff S4
GCF_013030075.1.gff L17
GCF_013030075.1.gff L31
GCF_013030075.1.gff S21
GCF_013030075.1.gff L32
GCF_013030075.1.gff L34

GCF_005080705.1.gff L34
GCF_005080705.1.gff L7/L12
GCF_005080705.1.gff L10
GCF_005080705.1.gff L1
GCF_005080705.1.gff L11
GCF_005080705.1.gff S21
GCF_005080705.1.gff L33
GCF_005080705.1.gff L28
GCF_005080705.1.gff L35
GCF_005080705.1.gff L20
GCF_005080705.1.gff L25
GCF_005080705.1.gff S20
GCF_005080705.1.gff S2
GCF_005080705.1.gff S1
GCF_005080705.1.gff L32
GCF_005080705.1.gff S15
GCF_005080705.1.gff L21
GCF_005080705.1.gff L27
GCF_005080705.1.gff S9
GCF_005080705.1.gff L13
GCF_005080705.1.gff S16
GCF_005080705.1.gff L19
GCF_005080705.1.gff L17
GCF_005080705.1.gff S4
GCF_005080705.1.gff S11
GCF_005080705.1.gff S13
GCF_005080705.1.gff L36
GCF_005080705.1.gff L15
GCF_005080705.1.gff L30
GCF_005080705.1.gff S5
GCF_005080705.1.gff L18
GCF_005080705.1.gff L6
GCF_005080705.1.gff S8
GCF_005080705.1.gff S14
GCF_005080705.1.gff L5
GCF_005080705.1.gff L24
GCF_005080705.1.gff L14
GCF_005080705.1.gff S17
GCF_005080705.1.gff L29
GCF_005080705.1.gff L16
GCF_005080705.1.gff S3
GCF_005080705.1.gff L22
GCF_005080705.1.gff S19
GCF_005080705.1.gff L2
GCF_005080705.1.gff L23
GCF_005080705.1.gff L4
GCF_005080705.1.gff L3
GCF_005080705.1.gff S10
GCF_005080705.1.gff S7
GCF_005080705.1.gff S12
GCF_005080705.1.gff L9
GCF_005080705.1.gff S18
GCF_005080705.1.gff S6
GCF_005080705.1.gff L31

GCF_013463555.1.gff L11
GCF_013463555.1.gff L1
GCF_013463555.1.gff L10
GCF_013463555.1.gff L7/L12
GCF_013463555.1.gff S12
GCF_013463555.1.gff S7
GCF_013463555.1.gff S10
GCF_013463555.1.gff L3
GCF_013463555.1.gff L4
GCF_013463555.1.gff L23
GCF_013463555.1.gff L2
GCF_013463555.1.gff S19
GCF_013463555.1.gff L22
GCF_013463555.1.gff S3
GCF_013463555.1.gff L16
GCF_013463555.1.gff L29
GCF_013463555.1.gff S17
GCF_013463555.1.gff L14
GCF_013463555.1.gff L24
GCF_013463555.1.gff L5
GCF_013463555.1.gff S14
GCF_013463555.1.gff S8
GCF_013463555.1.gff L6
GCF_013463555.1.gff L18
GCF_013463555.1.gff S5
GCF_013463555.1.gff L30
GCF_013463555.1.gff L15
GCF_013463555.1.gff L36
GCF_013463555.1.gff S13
GCF_013463555.1.gff S11
GCF_013463555.1.gff S4
GCF_013463555.1.gff L17
GCF_013463555.1.gff L27
GCF_013463555.1.gff L21
GCF_013463555.1.gff L35
GCF_013463555.1.gff L20
GCF_013463555.1.gff S20
GCF_013463555.1.gff L25
GCF_013463555.1.gff L28
GCF_013463555.1.gff L33
GCF_013463555.1.gff S6
GCF_013463555.1.gff S18
GCF_013463555.1.gff L9
GCF_013463555.1.gff S1
GCF_013463555.1.gff S9
GCF_013463555.1.gff L13
GCF_013463555.1.gff L32
GCF_013463555.1.gff L34
GCF_013463555.1.gff S2
GCF_013463555.1.gff S15
GCF_013463555.1.gff L19
GCF_013463555.1.gff S16
GCF_013463555.1.gff L31
GCF_013463555.1.gff S21

GCF_014251515.1.gff L33
GCF_014251515.1.gff L28
GCF_014251515.1.gff L32
GCF_014251515.1.gff L25
GCF_014251515.1.gff L20
GCF_014251515.1.gff L35
GCF_014251515.1.gff S20
GCF_014251515.1.gff S16
GCF_014251515.1.gff L9
GCF_014251515.1.gff S18
GCF_014251515.1.gff S6
GCF_014251515.1.gff S1
GCF_014251515.1.gff L17
GCF_014251515.1.gff S4
GCF_014251515.1.gff S11
GCF_014251515.1.gff S13
GCF_014251515.1.gff L36
GCF_014251515.1.gff L15
GCF_014251515.1.gff S5
GCF_014251515.1.gff L18
GCF_014251515.1.gff L6
GCF_014251515.1.gff S8
GCF_014251515.1.gff S14
GCF_014251515.1.gff L5
GCF_014251515.1.gff L24
GCF_014251515.1.gff L14
GCF_014251515.1.gff S17
GCF_014251515.1.gff L29
GCF_014251515.1.gff L16
GCF_014251515.1.gff S3
GCF_014251515.1.gff L22
GCF_014251515.1.gff S19
GCF_014251515.1.gff L2
GCF_014251515.1.gff L23
GCF_014251515.1.gff L4
GCF_014251515.1.gff L3
GCF_014251515.1.gff S10
GCF_014251515.1.gff S7
GCF_014251515.1.gff S12
GCF_014251515.1.gff S2
GCF_014251515.1.gff S9
GCF_014251515.1.gff L13
GCF_014251515.1.gff THX
GCF_014251515.1.gff L7/L12
GCF_014251515.1.gff L10
GCF_014251515.1.gff L1
GCF_014251515.1.gff L11
GCF_014251515.1.gff L19
GCF_014251515.1.gff S21
GCF_014251515.1.gff L31
GCF_014251515.1.gff S15
GCF_014251515.1.gff L34
GCF_014251515.1.gff L27
GCF_014251515.1.gff L21

GCF_902713755.1.gff S15
GCF_902713755.1.gff S2
GCF_902713755.1.gff L31
GCF_902713755.1.gff L32
GCF_902713755.1.gff L20
GCF_902713755.1.gff L35
GCF_902713755.1.gff L33
GCF_902713755.1.gff L28
GCF_902713755.1.gff L19
GCF_902713755.1.gff S16
GCF_902713755.1.gff S20
GCF_902713755.1.gff L27
GCF_902713755.1.gff L21
GCF_902713755.1.gff L17
GCF_902713755.1.gff S4
GCF_902713755.1.gff S11
GCF_902713755.1.gff S13
GCF_902713755.1.gff L36
GCF_902713755.1.gff L15
GCF_902713755.1.gff L30
GCF_902713755.1.gff S5
GCF_902713755.1.gff L18
GCF_902713755.1.gff L6
GCF_902713755.1.gff S8
GCF_902713755.1.gff S14
GCF_902713755.1.gff L5
GCF_902713755.1.gff L24
GCF_902713755.1.gff L14
GCF_902713755.1.gff S17
GCF_902713755.1.gff L29
GCF_902713755.1.gff L16
GCF_902713755.1.gff S3
GCF_902713755.1.gff L22
GCF_902713755.1.gff S19
GCF_902713755.1.gff L2
GCF_902713755.1.gff L23
GCF_902713755.1.gff L4
GCF_902713755.1.gff L3
GCF_902713755.1.gff S10
GCF_902713755.1.gff S7
GCF_902713755.1.gff S12
GCF_902713755.1.gff L7/L12
GCF_902713755.1.gff L10
GCF_902713755.1.gff L1
GCF_902713755.1.gff L11
GCF_902713755.1.gff S21
GCF_902713755.1.gff L9
GCF_902713755.1.gff S18
GCF_902713755.1.gff S6
GCF_902713755.1.gff S9
GCF_902713755.1.gff L13
GCF_902713755.1.gff L25
GCF_902713755.1.gff S1
GCF_902713755.1.gff L34

GCF_000828515.1.gff L34
GCF_000828515.1.gff L27
GCF_000828515.1.gff L21
GCF_000828515.1.gff S9
GCF_000828515.1.gff L13
GCF_000828515.1.gff L9
GCF_000828515.1.gff S18
GCF_000828515.1.gff S6
GCF_000828515.1.gff S2
GCF_000828515.1.gff S12
GCF_000828515.1.gff S7
GCF_000828515.1.gff S10
GCF_000828515.1.gff L3
GCF_000828515.1.gff L4
GCF_000828515.1.gff L23
GCF_000828515.1.gff L2
GCF_000828515.1.gff S19
GCF_000828515.1.gff L22
GCF_000828515.1.gff S3
GCF_000828515.1.gff L16
GCF_000828515.1.gff L29
GCF_000828515.1.gff S17
GCF_000828515.1.gff L14
GCF_000828515.1.gff L24
GCF_000828515.1.gff L5
GCF_000828515.1.gff S14
GCF_000828515.1.gff S8
GCF_000828515.1.gff L6
GCF_000828515.1.gff L18
GCF_000828515.1.gff S5
GCF_000828515.1.gff L30
GCF_000828515.1.gff L15
GCF_000828515.1.gff L36
GCF_000828515.1.gff S13
GCF_000828515.1.gff S11
GCF_000828515.1.gff S4
GCF_000828515.1.gff L17
GCF_000828515.1.gff S15
GCF_000828515.1.gff S20
GCF_000828515.1.gff L32
GCF_000828515.1.gff S1
GCF_000828515.1.gff L35
GCF_000828515.1.gff L20
GCF_000828515.1.gff L7/L12
GCF_000828515.1.gff L10
GCF_000828515.1.gff L1
GCF_000828515.1.gff L11
GCF_000828515.1.gff L19
GCF_000828515.1.gff S16
GCF_000828515.1.gff S21
GCF_000828515.1.gff L25
GCF_000828515.1.gff L31
GCF_000828515.1.gff L33
GCF_000828515.1.gff L28

GCA_023898665.1.gff L22
GCA_023898665.1.gff S19
GCA_023898665.1.gff L2
GCA_023898665.1.gff L23
GCA_023898665.1.gff L4
GCA_023898665.1.gff L3
GCA_023898665.1.gff S7
GCA_023898665.1.gff S12
GCA_023898665.1.gff S20
GCA_023898665.1.gff S15
GCA_023898665.1.gff S6
GCA_023898665.1.gff S18
GCA_023898665.1.gff L28
GCA_023898665.1.gff L20
GCA_023898665.1.gff L35
GCA_023898665.1.gff L21
GCA_023898665.1.gff S21
GCA_023898665.1.gff L31
GCA_023898665.1.gff L27
GCA_023898665.1.gff S2
GCA_023898665.1.gff L25
GCA_023898665.1.gff L10
GCA_023898665.1.gff L7/L12
GCA_023898665.1.gff S16
GCA_023898665.1.gff L1
GCA_023898665.1.gff L11
GCA_023898665.1.gff S10
GCA_023898665.1.gff L32
GCA_023898665.1.gff L34
GCA_023898665.1.gff L33
GCA_023898665.1.gff L19
GCA_023898665.1.gff S9
GCA_023898665.1.gff L13
GCA_023898665.1.gff L17
GCA_023898665.1.gff S4
GCA_023898665.1.gff S11
GCA_023898665.1.gff S13
GCA_023898665.1.gff L36
GCA_023898665.1.gff L15
GCA_023898665.1.gff S5
GCA_023898665.1.gff L18
GCA_023898665.1.gff L6
GCA_023898665.1.gff S8
GCA_023898665.1.gff S14
GCA_023898665.1.gff L5
GCA_023898665.1.gff L24
GCA_023898665.1.gff L14
GCA_023898665.1.gff S17
GCA_023898665.1.gff L29
GCA_023898665.1.gff L16
GCA_023898665.1.gff S3

GCF_020541245.1.gff S6
GCF_020541245.1.gff S18
GCF_020541245.1.gff S12
GCF_020541245.1.gff S7
GCF_020541245.1.gff L11
GCF_020541245.1.gff L1
GCF_020541245.1.gff L10
GCF_020541245.1.gff L7/L12
GCF_020541245.1.gff L13
GCF_020541245.1.gff S9
GCF_020541245.1.gff L21
GCF_020541245.1.gff L27
GCF_020541245.1.gff S15
GCF_020541245.1.gff L25
GCF_020541245.1.gff L20
GCF_020541245.1.gff L35
GCF_020541245.1.gff L32
GCF_020541245.1.gff L31
GCF_020541245.1.gff L33
GCF_020541245.1.gff L28
GCF_020541245.1.gff S16
GCF_020541245.1.gff L19
GCF_020541245.1.gff S1
GCF_020541245.1.gff S2
GCF_020541245.1.gff S21
GCF_020541245.1.gff L17
GCF_020541245.1.gff S4
GCF_020541245.1.gff S11
GCF_020541245.1.gff S13
GCF_020541245.1.gff L36
GCF_020541245.1.gff L15
GCF_020541245.1.gff L30
GCF_020541245.1.gff S5
GCF_020541245.1.gff L18
GCF_020541245.1.gff L6
GCF_020541245.1.gff S8
GCF_020541245.1.gff S14
GCF_020541245.1.gff L5
GCF_020541245.1.gff L24
GCF_020541245.1.gff L14
GCF_020541245.1.gff S17
GCF_020541245.1.gff L29
GCF_020541245.1.gff L16
GCF_020541245.1.gff S3
GCF_020541245.1.gff L22
GCF_020541245.1.gff S19
GCF_020541245.1.gff L2
GCF_020541245.1.gff L23
GCF_020541245.1.gff L4
GCF_020541245.1.gff L3
GCF_020541245.1.gff S10
GCF_020541245.1.gff L34
GCF_020541245.1.gff S20

GCF_025021925.1.gff L34
GCF_025021925.1.gff L27
GCF_025021925.1.gff L21
GCF_025021925.1.gff L19
GCF_025021925.1.gff L32
GCF_025021925.1.gff S1
GCF_025021925.1.gff S9
GCF_025021925.1.gff L13
GCF_025021925.1.gff S20
GCF_025021925.1.gff S15
GCF_025021925.1.gff L25
GCF_025021925.1.gff S16
GCF_025021925.1.gff S12
GCF_025021925.1.gff S7
GCF_025021925.1.gff L11
GCF_025021925.1.gff L1
GCF_025021925.1.gff L10
GCF_025021925.1.gff L7/L12
GCF_025021925.1.gff S21
GCF_025021925.1.gff L36
GCF_025021925.1.gff L28
GCF_025021925.1.gff S4
GCF_025021925.1.gff S2
GCF_025021925.1.gff S6
GCF_025021925.1.gff S18
GCF_025021925.1.gff L9
GCF_025021925.1.gff L33
GCF_025021925.1.gff L35
GCF_025021925.1.gff L20
GCF_025021925.1.gff L31
GCF_025021925.1.gff L17
GCF_025021925.1.gff S11
GCF_025021925.1.gff S13
GCF_025021925.1.gff L15
GCF_025021925.1.gff S5
GCF_025021925.1.gff L18
GCF_025021925.1.gff L6
GCF_025021925.1.gff S8
GCF_025021925.1.gff S14
GCF_025021925.1.gff L5
GCF_025021925.1.gff L24
GCF_025021925.1.gff L14
GCF_025021925.1.gff S17
GCF_025021925.1.gff L29
GCF_025021925.1.gff L16
GCF_025021925.1.gff S3
GCF_025021925.1.gff L22
GCF_025021925.1.gff S19
GCF_025021925.1.gff L2
GCF_025021925.1.gff L23
GCF_025021925.1.gff L4
GCF_025021925.1.gff L3
GCF_025021925.1.gff S10

GCA_946893605.1.gff S15
GCA_946893605.1.gff S6
GCA_946893605.1.gff S18
GCA_946893605.1.gff L28
GCA_946893605.1.gff L20
GCA_946893605.1.gff L35
GCA_946893605.1.gff S21
GCA_946893605.1.gff L21
GCA_946893605.1.gff L31
GCA_946893605.1.gff S2
GCA_946893605.1.gff L7/L12
GCA_946893605.1.gff L7/L12
GCA_946893605.1.gff L10
GCA_946893605.1.gff L1
GCA_946893605.1.gff L11
GCA_946893605.1.gff L33
GCA_946893605.1.gff S9
